file_in_zip,doc_id,ext,num_pages,docket_id,date_guess,doc_type_guess,title_snippet
/content/drive/MyDrive/FDA Research/2011/FDA-2011-P-0777-0009_FDA_OC_Response_to__Institute_for_Health_Quality_a.pdf,8a1ba3a6ea96,pdf,3,FDA-2011-P-0777,2011,response/decision,
/content/drive/MyDrive/FDA Research/2011/FDA-2011-P-0783-0001_American_Council_of_Independent_Laboratories__ACIL.pdf,acc1d553103c,pdf,56,FDA-2011-P-0783,2011,petition,"October 17, 2011 2011 OCT 21 A cl: 51 Honorable Kathleen Sebelius Secretary Department of Health and Human Services 200 Independence Ave SW 615F HHH Washington DC 20201 Dr. Margaret Hamburg do Dockets Management Branch Food and Drug Administration Room 1061 5630 Fishers Lane Rockville, MD 20852 Via Registered Mail, Return Receipt Requested this 17th day of October, 2011 RE: CITIZEN'S PETITION TO REVOKE ALL OR, IN THE ALTERNATIVE, PART OF THE NOTICE OF FOOD SAFETY MODERNIZATION ACT USER FEE RATE…"
/content/drive/MyDrive/FDA Research/2011/FDA-2011-P-0783-0002_Acknowledgement_Letter_to_American_Council_of_Inde.pdf,dead2d2e4b3c,pdf,1,FDA-2011-P-0783,2011,petition,"4'),taaDEPARTMENT OF HEALTH & HUMAN SERVICES Public Health Service Food and Drug Administration Rockville MD 20857 October 27, 2011 J. Milton M. Bush American Council of Independent Laboratories (ACIL) 1875 I Street, NW, Suite 500 Washington, DC 20006 Dear Mr. Bush: Your petition to the Food and Drug Administration to revoke all or in the alternative, part of the notice of food safety modernization act user fee rates for FY 2012, was received by this office on 10/27/2011. It was assigned docket…"
/content/drive/MyDrive/FDA Research/2011/FDA-2011-P-0785-0001_Public_Citizen_s_Health_Research_Group__Citizen_Pe.pdf,3bc62005ef97,pdf,13,FDA-2011-P-0785,2011,other,"1600 20th Street, NW • Washington, D.C. 20009 • 202/588-1000 • www.citizen.org PUBLICCITIZEN MI OCT 28 P I : 3b October 26, 2011 Margaret A. Hamburg, M.D. Commissioner Food and Drug Administration Department of Health and Human Services WO 2200 10903 New Hampshire Avenue Silver Spring, MD 20993-0002 Janet Woodcock, M.D. Director Center for Drug Evaluation and Research Food and Drug Administration Department of Health and Human Services W051/Room 6133 10903 New Hampshire Avenue Silver Spring, MD…"
/content/drive/MyDrive/FDA Research/2011/FDA-2011-P-0785-0002_Acknowledgement_Letter_to_Public_Citizen.pdf,a686c237c7b6,pdf,1,FDA-2011-P-0785,2011,petition,"DEPARTMENT OF HEALTH & HUMAN SERVICES Public Health Service Food and Drug Administration Rockville MD 20857 October 28, 2011 FILE COPY Sidney M. Wolfe, M.D., Director Public Citizen 1600 20 th Street, NW Washington, D.C. 20009 Dear Dr. Wolfe: Your petition to the Food and Drug Administration requesting to immediately require the addition of a black box warning to the label for tigecycline (Tygacil, Pfizer Pharmaceuticals, Inc), was received by this office on 10/28/2011. It was assigned docket n…"
/content/drive/MyDrive/FDA Research/2011/FDA-2011-P-0785-0005_FDA_CDER_to_Public_Citizen_s_Health_Research_Group.pdf,19bbca7576de,pdf,1,FDA-2011-P-0785,2011,petition,"DEPARTMENT OF HEALTH & HUMAN SERVICES APR 1 3 2012 Sidney M. Wolfe, M.D. Michael Carome, M.D. Public Citizen Health Research Group 1600 20th Street, NW Washington, D.C. 20009 Re: Docket No. FDA-2011-P-0785 Dear Dr. Wolfe and Dr. Carome: Food and Drug Administration Rockville MD 20857 ZOIZ AP~ ll 1-\ '1: I b I am writing to inform you that the Food and Drug Administration (FDA or Agency) has not yet resolved the issues raised in your citizen petition received on October 28, 2011. Your petition r…"
/content/drive/MyDrive/FDA Research/2011/FDA-2011-P-0785-0006_Public_Citizen_Supplement.pdf,aa877ebb1051,pdf,6,FDA-2011-P-0785,2011,supplement/amendment,"Lit 1600 20th Street, NW • Washington, D.C. 20009 • 202/588-1000 • www.citizen.org 1017 tlAY A ,Tro: 3L4 PUBLICCITIZEN May 15, 2012 Margaret A. Hamburg, M.D. Commissioner Food and Drug Administration Department of Health and Human Services WO 2200 10903 New Hampshire Avenue Silver Spring, MD 20993-0002 Janet Woodcock, M.D. Director Center for Drug Evaluation and Research Food and Drug Administration Department of Health and Human Services W051/Room 6133 10903 New Hampshire Avenue Silver Spring,…"
/content/drive/MyDrive/FDA Research/2011/FDA-2011-P-0785-0007_Citizen_Petition_Partial_Approval_and_Denial_Respo.pdf,27bbcdd68495,pdf,17,FDA-2011-P-0785,2011,petition,"(.•""~ DEPARTMENT OF HEALTH & HUMAN SERVICES ""'•:.,,~:::::z. Food and Drug Administration 10903 New Hampshi re Avenue Building #51 AUG 0 4 2014 Sidney M. Wolfe, M.D. Michael A. Carome, M.D. Public Citizen 1600 201h Street, NW Washington , DC 20009 Re: Docket No. FDA-2011-P-0785 Dear Dr. Wolfe and Dr. Carome: Silver Spring, MD 20993 This responds to your citizen petition (Petition) received on October 28, 2011. In the Petition, you request that the Food and Drug Administration (FDA or the Agency)…"
/content/drive/MyDrive/FDA Research/2011/FDA-2011-P-0798-0001_Dr_S_Albert_Edwards__Citizen_Petition.pdf,c940becd2abd,pdf,3,FDA-2011-P-0798,2011,petition,"October 27> 2011 5417 11 Division ofDockets Management Food and Drug Administration Department ofHea1th and Human Services 5630 Fishers Lane, Rm. 1061, HFA-305 Rockville, MD 20852 Dear Persons: RE: Citizens Petition-Periodic Meetings for Software Vendors with OBPS, FDA's Office ofBusiness Process Support The undersigned submits this petition under the Prescription Drug Amendments to the Federal Food, Drug, and Cosmetic Act; the Code ofFederal Regu1ations, Tit1e 21, Parts 312 & 314; and/or any o…"
/content/drive/MyDrive/FDA Research/2011/FDA-2011-P-0798-0002_Acknowledgement_Letter_to_Dr_S_Albert_Edwards.pdf,b106bf71dbf5,pdf,1,FDA-2011-P-0798,2011,petition,"DEPARTMENT OF HEALTH & HUMAN SERVICES Public Health Service Food and Drug Administration Rockville MD 20857 FILE COpyNovember 1,2011 Dr. S. Albert Edwards Dear Dr. Edwards Your petition to the Food and Drug Administration regarding Periodic Meetings for Software Vendors with Office ofBusiness Process Support, was received by this office on 1110112011. It was assigned docket number FDA-2011-P-0798-0001lCP, and it was filed on 1110112011. Please refer to this docket number in future correspondenc…"
/content/drive/MyDrive/FDA Research/2011/FDA-2011-P-0798-0003_S_Albert_Edwards_Pharm_D_Letter.pdf,6666c709efa7,pdf,2,FDA-2011-P-0798,2011,petition,"S. Albert Edwards, Pharm.D. Drug Information Expert 961 1 12 MAY 29 A 9 :2 9 May 21, 2012 Gloria Ortega Division of Dockets Management Food and Drug Administiation Department of Health and Human Services 5630 Fishers Lane, Rm. 1061, HFA-305 Rockville, MD 20852 Dear Ms. Ortega: RE: FDA Docket number FDA-2011-P-0798-0001/CP This petition was filed on November 1, 2011. The six-month response time has expired. I have received no response. Can you kindly follow-up on this petition? Sincerely, (Dr.) …"
/content/drive/MyDrive/FDA Research/2011/FDA-2011-P-0798-0004_FDA_CDER_Interim_Response_to_Dr_S_Albert_Edwards_L.pdf,9ba3b4e288d8,pdf,1,FDA-2011-P-0798,2011,petition,"DEPARTMENT OF HEALTH & HUMAN SERVICES Food and Drug Administration 10903 New Hampshire Avenue Building #51 Silver Spring, MD 20993 71113 AUG 20 II: in AUG 1 4 2013 Dr. S. Albert Edwards Re: Docket No. FDA-2011-P-0798 Dear Dr. Edwards: I am writing to inform you that the Food and Drug Administration (FDA) has not yet resolved the issues raised in your citizen petition received on November 1, 2011. You request that the Agency meet periodically with software vendors to discuss the status of FDA's …"
/content/drive/MyDrive/FDA Research/2011/FDA-2011-P-0798-0005_Withdrawal_Letter_from_Dr__S__Albert_Edwards_Redac.pdf,ca928f04e0c5,pdf,2,FDA-2011-P-0798,2011,petition,"January 27,2020 Division of Dockets Management Food and Drug Administration Department of Health and Human Services 5630 Fishers Lane, Rm. 1061, HFA-305 Rockville, MD 208522310 JftN31 ,20PH3:45 Dear Persons: RE: FDA Docket number FDA-2011-P-0798-0001/CP “WITHDRAWAL ” [Periodic Meetings for Software Vendors Avith OBPS, FDA ’s Office of Business Process Support] The undersigned withdraws this Petition in accord with 21 CFR 10.30 (g), that is, without prejudice to resubmission at any time. Please …"
/content/drive/MyDrive/FDA Research/2011/FDA-2011-P-0801-0001_Holland_and_Knight_LLP___Citizen_Petition.pdf,5999872c2825,pdf,6,FDA-2011-P-0801,2011,petition,"Holland & Knight November 1, 2011 Division of Dockets Management Food and Drug Administration Department of Health and Human Services 5630 Fishers Lane, Room 1061 Rockville, MD 20852 CITIZEN PETITIONnil NOV -2 A II 31 This petition is submitted on behalf of a manufacturer/distributor of research materials sold purely for non-human research use (""Research Materials"") pursuant to 21 C.F.R. § 10.30 to ask the Commissioner of Food and Drugs to clarify FDA regulations and policies with respect to Ri…"
/content/drive/MyDrive/FDA Research/2011/FDA-2011-P-0801-0002_Acknowledgement_Letter_to_Holland_and_Knight_LLP.pdf,25280c89df19,pdf,1,FDA-2011-P-0801,2011,petition,"DEPARTMENT OF HEALTH & HUMAN SERVICES Public Health Service Food and Drug Administration Rockville MD 20857 November 2, 2011 FILE COPY Ieuan G. Mahony Holand & Knight LLP 10 St. James Avenue Boston, MA 02116 Dear Mr. Mahony: Your petition to the Food and Drug Administration petition concerning regulations and policies with respect to Risk Evaluation and Mitigation Strategies, was received by this office on 11/02/2011. It was assigned docket number FDA-2011-P-0801-0001/CP, and it was filed on 11…"
/content/drive/MyDrive/FDA Research/2011/FDA-2011-P-0801-0003_Holland___Knight__LLP___Withdrawal_of_Citizen_Peti.pdf,4f7a597bf131,pdf,2,FDA-2011-P-0801,2011,petition,"Holland & Knight January 12, 2012 Gloria Ortega Division of Dockets Management Food and Drug Administration Department of Health and Human Services 5630 Fishers Lane, Room 1061 Rockville, MD 20852 Re: Docket No. FDA-2011-P-0801-0001/CP, filed 11/02/2011 Dear Ms. Ortega, ' lOfl jAN I 3 A tO: 2Gl We write to request withdrawal of the subject Citizen Petition. Please confirm your receipt of this communication and let us know if any further actions are required on our part to facilitate withdrawal.…"
/content/drive/MyDrive/FDA Research/2011/FDA-2011-P-0804-0001_Bruno_Independent_Living_Aids_Inc____Citizen_Petit.pdf,9df4720faa29,pdf,7,FDA-2011-P-0804,2011,petition,"/BRUNO for your independence 5467 11 NO V —7 Al '9 November 3, 2011 Division of Dockets Management Food and Drug Administration Department of Health and Human Services 5630 Fishers Lane, room 1061 Rockville, MD 20852 RE: Class II 510(k) Exemption Petition Bruno Independent Living Aids, Inc. submits this petition under Section 510(m)(2) of the Federal Food, Drug, and Cosmetic Act (the Act) as amended by Section 206 of the FDA Modernization Act of 1997, to request the Commissioner of Food and Dru…"
/content/drive/MyDrive/FDA Research/2011/FDA-2011-P-0804-0002_Acknowledgement_Letter_to_Bruno_Independent_Living.pdf,9010be73f011,pdf,1,FDA-2011-P-0804,2011,petition,"stxmces. DEPARTMENT OF HEALTH & HUMAN SERVICES Public Health Service Food and Drug Administration Rockville MD 20857 November 7, 2011 FILE COPY Richard Keller Senior Project Leader Bruno Independent Living Aids, Inc. P.O. Box 84 Oconomowoc, WI 53066 Dear Mr. Keller: Your petition to the Food and Drug Administration requesting to exempt stairlifts (stairway chairlifts) from premarket notification requirements, was received by this office on 11/07/2011. It was assigned docket number FDA-2011-P-08…"
/content/drive/MyDrive/FDA Research/2011/FDA-2011-P-0804-0003_Bruno_Independent_Living_Aids_Inc__Letter.pdf,70bbaf0dd99c,pdf,3,FDA-2011-P-0804,2011,petition,"CC: Mariorie.ShulmanPFDA.HHS.GOV • • •)0/BRUNO for your independence ZUn UEC - b P 12: I b December 1, 2011 Division of Dockets Management Food and Drug Administration Department of Health and Human Services 5630 Fishers Lane, room 1061 Rockville, MD 20852 RE: Class II 510(k) Exemption Petition; Docket Number FDA-2011-P-0804-0001/CP Bruno Independent Living Aids, Inc. submitted the subject petition under Section 510(m)(2) of the Federal Food, Drug, and Cosmetic Act (the Act) as amended by Secti…"
/content/drive/MyDrive/FDA Research/2011/FDA-2011-P-0804-0004_FDA_CDRH_to_Bruno_Independent_Living_Aids_Inc__Let.pdf,6e0e7d81456d,pdf,2,FDA-2011-P-0804,2011,other,
/content/drive/MyDrive/FDA Research/2011/FDA-2011-P-0804-0005_Medical_Devices__Exemptions_from_Premarket__Powere.pdf,f9438a2175c8,pdf,3,FDA-2011-P-0804,2011,response/decision,"32642 Federal Register / Vol. 77, No. 106 / Friday, June 1, 2012 / Notices agents, whether naturally occurring, accidental, or deliberate. The Board may also provide advice and guidance to the Secretary and/or the Assistant Secretary for Preparedness and Response (ASPR) on other matters related to public health emergency preparedness and response. Background: The June 26, 2012, public meeting will be dedicated to the introduction of two new tasks to the NBSB. The NBSB is being tasked to advise …"
/content/drive/MyDrive/FDA Research/2011/FDA-2011-P-0804-0007_Bruno_Independent_Living_Aids_Inc_Supplement.pdf,fd951dd86fb9,pdf,3,FDA-2011-P-0804,2011,petition,"yhyl June 13, 201270!? Jty A e/: 38 'BRUNO for your independence U.S. Food and Drug Administration Center for Devices and Radiological Health Document Control Center — W066-G609 10903 New Hampshire Avenue Silver Spring, MD 20993-0002 Division of Dockets Management U.S. Food and Drug Administration 5630 Fishers Lane Room 1061, HFA-305 Rockville, MD 20852FDA CDRI-1 DMC JUN 1 9 2012 Received Re: Class II Exemption Petition for Stairway Chairlifts (Stairlifts) Docket Number: FDA-2011-P-0804-0001/CP…"
/content/drive/MyDrive/FDA Research/2011/FDA-2011-P-0804-0008_FDA_CDRH_to_Bruno_Independent_Living_Aids_Inc__Pet.pdf,6a57c30ffc0b,pdf,3,FDA-2011-P-0804,2011,other,
/content/drive/MyDrive/FDA Research/2011/FDA-2011-P-0804-0009_Medical_Devices__Exemptions_from_Premarket_Notific.pdf,443390eafc21,pdf,3,FDA-2011-P-0804,2011,other,"14015 Federal Register / Vol. 78, No. 42 / Monday, March 4, 2013 / Rules and Regulations Electrical Equipment—Part 1–2: General Requirements for Safety—Collateral Standard: Electromagnetic Compatibility—Requirements and Tests,’’ and ASME A18.1 ‘‘Safety Standard for Platform Lifts and Stairway Chair Lifts’’) must validate electromagnetic compatibility and electrical safety. Firms are now exempt from 510(k) requirements for vertical and inclined platform lifts as long as they meet these condition…"
/content/drive/MyDrive/FDA Research/2011/FDA-2011-P-0818-0001_Jubilant_HollisterStier_LLC__Citizen_Petition.pdf,de92b48ec521,pdf,4,FDA-2011-P-0818,2011,petition,"-*/ JUBILANT .FIOLLISTERSTIER 2011 NOV 10 A 11:53 November 9, 2011 Division of Dockets Management Food and Drug Administration Department of Health and Human Services 5630 Fishers Lane, Room 1061 Rockville, MD 20852 RE: Suitability Petition for Variations in FM Volumes (Strengths) for Vials of Water for Injection USP Suitability Petition This petition is submitted pursuant to 21 CFR 10.20 and 10.30, as provided for in 21 CFR 314.93 and Section 505(j)(2)(c) of the Federal Food, Drug, and Cosmeti…"
/content/drive/MyDrive/FDA Research/2011/FDA-2011-P-0818-0002_Acknowledgement_Letter_to_Jubilant_HollisterStier_.pdf,4c312f84b553,pdf,1,FDA-2011-P-0818,2011,petition,"DEPARTMENT OF HEALTH & HUMAN SERVICES Public Health Service Food and Drug Administration Rockville MD 20857 November 10, 2011 FILE COPY Brian Enright Director, Regulatory Affairs Jubilant HollisterStier LLC 3525 North Regal Spokane, WA 99207 Dear Mr. Enright: Your petition to the Food and Drug Administration to permit the filing of an Abbreviated New Drug Application for Variations in Fill Volumes (Strengths) for Vials of Water for Injection USP, was received by this office on 11/10/2011. It wa…"
/content/drive/MyDrive/FDA Research/2011/FDA-2011-P-0818-0003_Jubilant_Hollisterstier_Laboratories__Amendment.pdf,096a17f09bab,pdf,4,FDA-2011-P-0818,2011,petition,"JUBILANT' .HOLLISTERSTIER January 6, 2012 Division of Dockets Management Food and Drug Administration Department of Health and Human Services 5630 Fishers Lane, Room 1061 Rockville, MD 208522011 JAN -9 A 11 2S RE: Revision to Suitability Petition FDA-2011-P-0818 Suitability Petition for Variations in Fill Volumes (Strengths) for Vials of Water for Injection USP Suitability Petition Based on a teleconference with FDA on December 22, 2011, Jubilant HollisterStier is revising this suitability peti…"
/content/drive/MyDrive/FDA Research/2011/FDA-2011-P-0818-0004_Jubilant_HollisterStier_LLC_Amendment.pdf,1c990d48212d,pdf,7,FDA-2011-P-0818,2011,petition,"INSPIRE C ONFIDENCEIMENforwo IUBILAArr .HOLLISTERSTIER 2011 MAY I 5 P 12 : I LI May 9, 2012 Division of Dockets Management Food and Drug Administration Department of Health and Human Services 5630 Fishers Lane, Room 1061 Rockville, MD 20852 RE: Amendment to Suitability Petition FDA-2011-P-0818 Suitability Petition for Variations in Fill Volumes (Strengths) for Vials of Water for Injection USP Suitability Petition Based on a voicemail from Johrmy Young at FDA/OGD/DLPS on April 25, 2012, Jubilant…"
/content/drive/MyDrive/FDA Research/2011/FDA-2011-P-0818-0005_Petition_Approval_Letter.pdf,da01a429f40f,pdf,2,FDA-2011-P-0818,2011,petition,"U.S. Food & Drug Administration 10903 New Hampshire Avenue Silver Spring, MD 20903 www.fda.gov Jubilant HollisterStier, LLC Attn: Brian Enright 3525 N. Regal Street Spokane, WA 99207 Docket No. FDA -2011 -P-0818 Dear Brian Enright : This is in response to your petition received on November 10, 2011, by the U.S. Food and Drug Administration (FDA or Agency) and your amendment s dated January 6 and May 9, 2012, requesting permission to submit an Abbreviated New Drug Application (ANDA) for the foll…"
/content/drive/MyDrive/FDA Research/2011/FDA-2011-P-0819-0001_Center_for_Science_in_the_Public_Interest_Citizen_.pdf,b598097a86a7,pdf,20,FDA-2011-P-0819,2011,petition,"11-10-11;11:41AM; 202-772-0979 # 2/ 20 U.S. DEPARTMENT OF HEALTH AND HUMAN SERVICES FOOD AND DRUG ADMINISTRATION Petition to Require Cautionary Statements ) On the Label of Dietary Supplements ) Docket No. Containing St. John's Wort 1 Submitted by the Center for Science in the Public Interest Michael F. Jacobson, Ph.D. Executive Director Center for Science in the Public Interest 1220 L Sireet, NW 4600 Washington DC 20005 Stephen Gardner Litigation Director Center for Science in the Public Inter…"
/content/drive/MyDrive/FDA Research/2011/FDA-2011-P-0819-0002_Acknowledgement_Letter_to_Center_for_Science_in_th.pdf,44ce412b8e54,pdf,1,FDA-2011-P-0819,2011,petition,"kt, DEPARTMENT OF HEALTH & HUMAN SERVICES Public Health Service Food and Drug Administration Rockville MD 20857 November 10, 2011 FILE COPY Michael F. Jacobson, Ph.D. Executive Director Center for Science in the Public Interest 1220 L Street, NW #300 Washington, DC 20005 Dear Dr. Jacobson: Your petition to the Food and Drug Administration requesting to issue regulations requiring cautionary statements on the label of dietary supplements containing St. John's Wort, was received by this office on…"
/content/drive/MyDrive/FDA Research/2011/FDA-2011-P-0820-0001_G_Scott_Crowther_PE_Citizen_Petition.pdf,2af3f3a60676,pdf,6,FDA-2011-P-0820,2011,petition,"Citizen Petition on 21 CFR Part 872.3070 G. Scott Crowther November 8, 2011 Division of Dockets Management [(301) 827-6860] Food and Drug Administration Department of Health and Human Services 5630 Fishers Lane, Room 1061 Rockville, MD 208525473 11 NOV -9 A9 :26 Citizen Petition 21CFR Part 872.3070 Action Requested We request that you, the Food and Drug Administration (FDA) do the following 1) on the basis of information presented in this letter reconsider the dose of mercury released from dent…"
/content/drive/MyDrive/FDA Research/2011/FDA-2011-P-0820-0002_Acknowledgement_Letter_to_G_Scott_Crowther_PE.pdf,aaf5ee618de2,pdf,1,FDA-2011-P-0820,2011,petition,"DEPARTMENT OF HEALTH & HUMAN SERVICES Public Health Service Food and Drug Administration Rockville MD 20857 November 9, 2011 FILE COPY G. Scott Crowther, PE Dear Mr. Crowther: Your petition to the Food and Drug Administration requesting to reconsider the dose of mercury released from dental amalgam(s), and ban the dental amalgam and its constituents (mercury and amalgam alloy), was received by this office on 11/09/2011. It was assigned docket number FDA-2011-P-0820-0001/CP, and it was filed on …"
/content/drive/MyDrive/FDA Research/2011/FDA-2011-P-0820-0003_FDA_CDRH_Interim_Response_to_G_Scott_Crowther_PE_L.pdf,51e48e40e6f7,pdf,1,FDA-2011-P-0820,2011,petition,"DEPARTMENT OF HEALTH & HUMAN SERVICES Service Public Health G. Scott Crowther, PE MAY 0 7 201Z Food and Drug Administration 10903 New Hampshire Avenue Silver Spring, MD 20993 Re: Citizen Petition- Docket Number FDA-2011-P-0820 Dear Mr. Crowther: This is an interim response to the petition dated November 8, 2011, filed by the Food and Drug Administration (FDA) on November 9, 2011. In the petition, you requested FDA to reconsider previous FDA estimations of the amount of mercury released from den…"
/content/drive/MyDrive/FDA Research/2011/FDA-2011-P-0821-0001_Lachman_Consultant_Services_Inc_Citizen_Petition.pdf,f133de7c5433,pdf,4,FDA-2011-P-0821,2011,petition,"LACHMAN CONSULTANT SERVICES, INC. CONSULTANTS TO THE PHARMACEUTICAL AND ALLIED INDUSTRIES 1600 STEWART AVENUE, WESTBURY, NY 11590 (516) 222-6222 • FAX (516) 683-1887 701I NOV I Li A 8 : 38 November 10, 2011 OVERNIGHT COURIER 11/1012011 Division of Dockets Management Food and Drug Administration (HFA-305) Department of Health and Human Services 5630 Fishers Lane, Room 1061 Rockville, MD 20852 Citizen Petition Dear Sir or Madam: The undersigned submits this petition, in quadruplicate, pursuant to…"
/content/drive/MyDrive/FDA Research/2011/FDA-2011-P-0821-0002_Acknowledgement_Letter_to_Lachman_Consultant_Servi.pdf,ca81aa6bb06b,pdf,1,FDA-2011-P-0821,2011,petition,"Public Health Service i.4 . DEPARTMENT OF HEALTH & HUMAN SERVICES Food and Drug Administration ittm y November 14, 2011 Robert W. Pollock Executive Vice President Lachman Consultant Services, Inc. 1600 Stewart Avenue Westbury, NY 11590 Dear Mr. Pollock: Your petition to the Food and Drug Administration requesting to declare that the drug product Levoleucovorin Calcium Injection, 10 mg/mL (50 mg/5 mL) is suitable for submission as an Abbreviated New Drug Application, was received by this office …"
/content/drive/MyDrive/FDA Research/2011/FDA-2011-P-0821-0003_Lachman_Consultant_Services_Inc_Amendment.pdf,2f5909f54b3c,pdf,18,FDA-2011-P-0821,2011,supplement/amendment,"Respectfully submitted, r\ an Janul Vice Presid nt Lachman Consultant Services, Inc. JJ/pk LACHMAN CONSULTANT SERVICES, INC. CONSULTANTS TO THE PHARMACEUTICAL AND ALLIED INDUSTRIES 1600 STEWART AVENUE, WESTBURY, NY 11590 (516) 222-6222 • FAX (516) 683-1887 T011 FEB I Li 14 11: 18 February 13, 2012 OVERNIGHT COURIER 2/13/12 Division of Dockets Management Food and Drug Administration (HFA-305) Department of Health and Human Services 5630 Fishers Lane, Room 1061 Rockville, MD 20852 Citizen Petitio…"
/content/drive/MyDrive/FDA Research/2011/FDA-2011-P-0821-0005_Final_Response_Letter_from_FDA_CDER_to_Lachman_Con.pdf,34f2f7942f2e,pdf,2,FDA-2011-P-0821,2011,petition,"U.S. Food & Drug Administration 10903 New Hampshire Avenue Silver Spring, MD 20903 www.fda.gov Lachman Consultant Services, Inc. Attn: Robert Pollock 1600 Stewart Avenue Westbury, NY 11590 Docket No. FDA- 2011- P-0821 Dear Robert Pollock: This is in response to your petition received on November 14, 2011 by the U.S. Food and Drug Administration (FDA or Agency) and your amendment da ted February 13, 2012, requesting permission to submit an Abbreviated New Drug Application (ANDA) for the followin…"
/content/drive/MyDrive/FDA Research/2011/FDA-2011-P-0822-0001_Lupin_Pharmaceuticals_Inc__Citizen_Petition.pdf,659b3a585011,pdf,4,FDA-2011-P-0822,2011,petition,"Lupin Pharmaceutkals,Inc. November 10, 2011 2011 ND Li A 8: 3 9 Division of Dockets Management, Food and Drug Administration, Department of Health and Human Services (HFA-305), 5630 Fishers Lane, Room 1061, Rockville, MD 20852 Citizen Petition This petition is submitted pursuant to 21 CFR 10.25 and 10.30, and in accordance with the regulations of 21 CFR 314.161 to request the Commissioner of the Food and Drug Administration to determine whether AVALIDE ® (Irbesartan-Hydrochlorothiazide) Tablets…"
/content/drive/MyDrive/FDA Research/2011/FDA-2011-P-0822-0002_Acknowledgement_Letter_to_Lupin_Pharmaceuticals_In.pdf,50aa73ad2b9c,pdf,1,FDA-2011-P-0822,2011,petition,"Pvla-% DEPARTMENT OF HEALTH & HUMAN SERVICES Public Health Service Food and Drug Administration Rockville MD 20857 November 14, 2011 FILE COPY Leslie Sands Director Lupin Pharmaceuticals, Inc. Harborplace Tower 111 South Calvert Street 21st Floor Baltimore, MD 21202 Dear Ms. Sands: Your petition to the Food and Drug Administration requesting to determine whether Avalide® (Irbesartan- Hydrochlorothiazide) Tables 300 mg/25 mg was voluntarily withdrawn, discontinued or whithheld from sale for safe…"
/content/drive/MyDrive/FDA Research/2011/FDA-2011-P-0822-0003_Determinations_That_Drugs_Were_Not_Withdrawn_From_.pdf,eba48639a504,pdf,2,FDA-2011-P-0822,2011,response/decision,"1695 Federal Register / Vol. 77, No. 7 / Wednesday, January 11, 2012 / Notices ANNUAL BURDEN ESTIMATES —Continued Instrument Annual number of respondents Number of responses per respondent Average burden hours per response Total annual burden hours Semi-structured interviews Head Start Health Managers ............................... 40 1 .75 30 Semi-structured interviews Head Start Teachers and Family Service Work- ers ............................................................................…"
/content/drive/MyDrive/FDA Research/2011/FDA-2011-P-0822-0004_FDA_CDER_to_Lupin_Pharmaceuticals_Inc__Letter.pdf,55b073b8db49,pdf,3,FDA-2011-P-0822,2011,petition,"t\ stRV1ctS.('Æ~~¥~,::~l.DEPARTMENT OF HEALTH &. HUMAN SERVICES Food and Drug Administration Rockvile MD 20857 January 11,2012 . Leslie Sands Director, Regulatory Affairs (USA) Lupin Pharmaceuticals, Inc. Harborplace Tower 111 South Calvert Street, 21 st Floor Baltimore, Maryland 21202 Re: Docket No. FDA-20l1-P-0822 Dear Ms. Sands: This letter responds to your citizen petition, dated November 10, 2011, requesting that the Food and Drug Administration (FDA) determine whether AVALIDE (irbesartan …"
/content/drive/MyDrive/FDA Research/2011/FDA-2011-P-0823-0001_AstraZeneca_Pharmaceuticals_LP__Citizen_Petition.pdf,9f29c3335f79,pdf,14,FDA-2011-P-0823,2011,petition,"G AstraZeneca 5506 4 P2 :4? November 14, 2011 BY HAND DELIVERY Division of Dockets Management Food and Drug Administration Department of Health and Human Services 5630 Fishers Lane, Room 1061 Rockville, Maryland 20852 Dear Sir or Madam: On behalf of AstraZeneca Pharmaceuticals LP, I herewith enclose a Citizen Petition and accompanying exhibits. I respectfully request the Food and Drug Administration to direct any correspondence relating to this petition to counsel identified below: Peter 0. Saf…"
/content/drive/MyDrive/FDA Research/2011/FDA-2011-P-0823-0002_Acknowledgement_letter_to_AstraZeneca_Pharmaceutic.pdf,e004b705162d,pdf,1,FDA-2011-P-0823,2011,petition,"DEPARTMENT OF HEALTH & HUMAN SERVICES Public Health Service 41,43471 Food and Drug Administration Rockville MD 20857 November 14, 2011 FILE COPY Peter 0. Safir, Attorney Covington & Burling LLP 1201 Pennsylvania Avenue, NW Washington, DC 20004-2401 Dear Mr. Safir: Your petition to the Food and Drug Administration on behalf of AstraZeneca LP requesting to not approved any rosuvastatin calcium abbreviated new drug application for which Crestor is the reference listed drug if the proposed labeling…"
/content/drive/MyDrive/FDA Research/2011/FDA-2011-P-0823-0003_FDA_CDER_Response_to_AstraZeneca_Pharmaceuticals_L.pdf,5d4336a88fa0,pdf,8,FDA-2011-P-0823,2011,petition,"~SEin'l('t' (t' ~ DEPARTMENT OF HEALTH & HUMA SERVICES ~"",i:,""-:~\' MAY 112m2Food and Drug Administration 10903 New Hampshire Avenue Building #51 Silver Spring, MD 20993 James W. Blasetto, MD, MPH c/o-Peter O. Safir Covington & Burling LLP 1201 Pennsylvania Avenue, NW Washington, DC 20004-2401 Re: Docket No. FDA-2011-P-0823 Dear Dr. Blasetto: This responds to the citizen petition submitted to the Food and Drug Administration (FDA or the Agency) on behalf of AstraZeneca Pharmaceuticals LP (Astra…"
